episod_to,ttl_reward
361,23.8055950811
362,23.8056287432
363,23.8056227424
364,23.8056461085
365,23.8056370855
366,23.805661354
367,23.8056451961
368,23.8056427249
369,23.8055953482
370,23.8056241342
371,23.805646928
372,23.8056433863
373,23.80561159
374,23.8056209129
375,23.8056216215
376,23.8056458732
377,23.8056292948
378,23.8056135103
379,23.8056472327
380,23.8056420723
381,23.8056433385
382,23.8056430996
383,23.8056437371
384,23.8056356959
385,23.8056001618
386,23.8056475632
387,23.805635102
388,23.8056495729
389,23.8056462976
390,23.8056490165
391,23.8056424579
392,23.8056374958
393,23.8056392993
394,23.8056542656
395,23.8056145501
396,23.8056580818
397,23.8056459786
398,23.8056363255
399,23.8056755771
400,23.8056421431
401,23.8056398459
402,23.8056413774
403,23.8056312234
404,23.8056217283
405,23.8056259771
406,23.8056433457
407,23.805606291
408,23.8056176649
409,23.8056197837
410,23.8056506422
411,23.8056390024
412,23.805615938
413,23.805647329
414,23.8056153462
415,23.8056320929
416,23.8056464194
417,23.8056468209
418,23.805647768
419,23.8056384507
420,23.805647936
421,23.8056371546
422,23.805651074
423,23.8056368894
424,23.8056508081
425,23.8056466537
426,23.805633779
427,23.8056308622
428,23.8056354332
429,23.8056472178
430,23.8056355753
431,23.8056375207
432,23.8056368839
433,23.8056526674
434,23.8056493966
435,23.8056365799
436,23.8056500528
437,23.8056382132
438,23.8056475571
439,23.8056285169
440,23.8056501853
441,23.8056200868
442,23.8056515011
443,23.8056375031
444,23.8056306863
445,23.8056459997
446,23.8056449463
447,23.8056379437
448,23.8056483339
449,23.805628106
450,23.8056713184
451,23.8056420622
452,23.8056389964
453,23.8056253751
454,23.8056382606
455,23.8056444092
456,23.8056720281
457,23.8056565505
458,23.805639266
459,23.8056429649
460,23.8056393942
461,23.8056260635
462,23.8056286277
463,23.805647597
464,23.8056583083
465,23.8056415978
466,23.805622807
467,23.8056355992
468,23.8056592373
469,23.8056426834
470,23.8056600496
471,23.8056614303
472,23.8056268976
473,23.8056459357
474,23.8056498903
475,23.805646983
476,23.8056615778
477,23.8056124662
478,23.8056255367
479,23.8056453359
480,23.8056378431
481,23.8056316904
482,23.8056446018
483,23.8056451169
484,23.8056547284
485,23.8056504689
486,23.8056452468
487,23.8056508629
488,23.8056478963
489,23.8056055455
490,23.8056261061
491,23.8056508775
492,23.8056496739
493,23.8056389117
494,23.8056492452
495,23.8056265836
496,23.805643191
497,23.8056571434
498,23.8056469932
499,23.8056512394
500,23.8056510447
501,23.805636371
502,23.805654107
503,23.8056439424
504,23.8056515824
505,23.8056451142
506,23.8056499835
507,23.8056443421
508,23.8056302725
509,23.8056181798
510,23.8056417678
511,23.8056710486
512,23.8056358194
513,23.8056453236
514,23.8056346995
515,23.8056572352
516,23.8056180602
517,23.8056338309
518,23.8056372149
519,23.8056491474
520,23.8055968669
521,23.8056510834
522,23.8056360121
523,23.805592172
524,23.8056245299
525,23.8056477197
526,23.8056671128
527,23.8056465299
528,23.805596668
529,23.805648654
530,23.8056607676
531,23.8056446671
532,23.8056457034
533,23.8056480133
534,23.8056298528
535,23.8056352565
536,23.8056411046
537,23.8056223823
538,23.8056328539
539,23.8056478036
540,23.8056408233
541,23.8056184152
542,23.8056446721
543,23.805632049
544,23.8056499376
545,23.8056493062
546,23.8056521868
547,23.8056430605
548,23.8056242497
549,23.8056466178
550,23.8056408367
551,23.8056532081
552,23.8056578029
553,23.805657435
554,23.8056488796
555,23.8056398823
556,23.8055589636
557,23.8056519262
558,23.8056493001
559,23.8056251108
560,23.8056414464
561,23.8056466489
562,23.8056311416
563,23.8056503254
564,23.8056383977
565,23.8056405783
566,23.8056434955
567,23.8056474294
568,23.8056475564
569,23.8056669727
570,23.8056443517
571,23.8056080808
572,23.8056472285
573,23.8056465522
574,23.8056408964
575,23.8056390498
576,23.8056469041
577,23.8056469969
578,23.8056353548
579,23.8056612609
580,23.8056215491
581,23.8056396628
582,23.8056358018
583,23.8056329012
584,23.805650173
585,23.8056460382
586,23.8056398289
587,23.8056364814
588,23.805627456
589,23.805631757
590,23.8056526487
591,23.8056215515
592,23.8056455922
593,23.805648856
594,23.8056364736
595,23.8056362397
596,23.8056234587
597,23.8055809659
598,23.8056235259
599,23.8056491917
600,23.8056498174
601,23.8056444216
602,23.8056513621
603,23.8056534197
604,23.8056295196
605,23.8056500834
606,23.805620507
607,23.8056579314
608,23.8056484027
609,23.8056432661
610,23.8056451262
611,23.8056563977
612,23.8056457023
613,23.8056440315
614,23.805651338
615,23.8056466536
616,23.8056440865
617,23.8056506616
618,23.8056475175
619,23.8056481906
620,23.8056147093
621,23.8056264844
622,23.8056323271
623,23.8056636178
624,23.8056362909
625,23.8056523211
626,23.8056139696
627,23.805642352
628,23.8056348831
629,23.8056082548
630,23.8056527109
631,23.8056426334
632,23.8056328269
633,23.8056331595
634,23.8056216299
635,23.8056351327
636,23.8056493411
637,23.8056578792
638,23.805645004
639,23.8056390914
640,23.80563346
641,23.8056428697
642,23.8056419149
643,23.8056320124
644,23.8056456216
645,23.8056353431
646,23.8056600699
647,23.8056472702
648,23.8056419761
649,23.8056519297
650,23.805649768
651,23.8056235612
652,23.805647925
653,23.8056407179
654,23.805647794
655,23.8056467817
656,23.8056369469
657,23.805639431
658,23.8056395587
659,23.8056423307
660,23.8056428961
661,23.805614446
662,23.8056375938
663,23.8056620722
664,23.805644195
665,23.8056293324
666,23.805633851
667,23.8056397851
668,23.8056060995
669,23.8056609032
670,23.8056448267
671,23.8056226545
672,23.8056318446
673,23.805641869
674,23.8056456329
675,23.8056404642
676,23.8056442457
677,23.8056484169
678,23.8056337958
679,23.8056167945
680,23.805634152
681,23.8056398742
682,23.8056203902
683,23.8056046941
684,23.8056509011
685,23.8056281296
686,23.8056459379
687,23.8056449669
688,23.8056396553
689,23.805609698
690,23.8056134053
691,23.8056317861
692,23.8056552213
693,23.8056252949
694,23.8056432739
695,23.8056381689
696,23.8056547943
697,23.8056376734
698,23.8056482215
699,23.8056308735
700,23.8056413993
701,23.8056382299
702,23.8056335644
703,23.8056499773
704,23.8056513871
705,23.8056499378
706,23.8056444197
707,23.8056611338
708,23.8056172676
709,23.8056421894
710,23.8056514342
711,23.8056326243
712,23.8056310964
713,23.8056414183
714,23.8056225474
715,23.8056461368
716,23.8056415774
717,23.8056475455
718,23.8056529693
719,23.8056283867
720,23.8056189152
721,23.8056519033
722,23.8056574042
723,23.8056418483
724,23.8056477001
725,23.8056454832
726,23.805652
727,23.8056254319
728,23.8056223221
729,23.8056510597
730,23.805658015
731,23.8056394976
732,23.8056008981
733,23.8056359238
734,23.8056297772
735,23.8056176965
736,23.8056327595
737,23.8056108596
738,23.805651007
739,23.8056515204
740,23.8056424387
741,23.8056376411
742,23.8056469624
743,23.8056446699
744,23.8056547685
745,23.8056400469
746,23.8056506545
747,23.8056418716
748,23.805627735
749,23.8056352584
750,23.8056383616
751,23.8056061023
752,23.8056392034
753,23.8056533935
754,23.8056438759
755,23.8056341036
756,23.8056488829
757,23.8056197535
758,23.8056422047
759,23.8056489852
760,23.8056348462
761,23.8056497392
762,23.8056447424
763,23.8056439153
764,23.8056548213
765,23.8056519039
766,23.8056486536
767,23.8056490572
768,23.8056343507
769,23.8056595335
770,23.805647807
771,23.8056514711
772,23.8056399816
773,23.8056477175
774,23.8056384694
775,23.8056181697
776,23.8056494509
777,23.8056478882
778,23.8056453403
779,23.8056489252
780,23.8056521045
781,23.8055919931
782,23.805635001
783,23.8056436641
784,23.8056286253
785,23.8056399588
786,23.8056423595
787,23.8056304228
788,23.8056290186
789,23.8056139289
790,23.8056296844
791,23.8056128295
792,23.805636543
793,23.8056429975
794,23.8056427883
795,23.8056309596
796,23.8056231192
797,23.805650142
798,23.8056476214
799,23.8056336088
800,23.8055993541
801,23.8056145963
802,23.8056443835
803,23.8056487911
804,23.8056339982
805,23.8056173865
806,23.8056450254
807,23.8056430574
808,23.8056271213
809,23.8056153503
810,23.8056309863
811,23.8056215976
812,23.8056531503
813,23.8056420113
814,23.8056506499
815,23.8056337373
816,23.8056334225
817,23.80563537
818,23.8056435777
819,23.8056574434
820,23.8056376863
821,23.8056321337
822,23.8056545002
823,23.8055948644
824,23.8056430659
825,23.8056410594
826,23.8056045455
827,23.8056198415
828,23.8056383633
829,23.8056307966
830,23.8056406959
831,23.8056268103
832,23.8056238319
833,23.8056508252
834,23.8056313699
835,23.8056342941
836,23.8055900088
837,23.8056582827
838,23.8056537727
839,23.805611152
840,23.8056040952
841,23.8056178432
842,23.8056356296
843,23.8056499356
844,23.8056416824
845,23.8056422298
846,23.8056518433
847,23.8056357611
848,23.8056399623
849,23.8056348471
850,23.8056516467
851,23.8056467686
852,23.8056413355
853,23.8056453668
854,23.8056471157
855,23.8056611373
856,23.8056362145
857,23.805635806
858,23.8056546736
859,23.8056564304
860,23.805631458
861,23.8056465148
862,23.8056398182
863,23.805653126
864,23.8056496329
865,23.8056530822
866,23.8056501852
867,23.8056422143
868,23.8056316567
869,23.8056396512
870,23.8056205873
871,23.805651345
872,23.8056456927
873,23.8056284889
874,23.8056422682
875,23.805654958
876,23.8056450057
877,23.805637263
878,23.8056506253
879,23.8056428544
880,23.8056596686
881,23.8056306979
882,23.8056467049
883,23.8056555129
884,23.8056502721
885,23.8056332406
886,23.8056417462
887,23.8056517476
888,23.8056002054
889,23.8056400961
890,23.8056165908
891,23.8056409085
892,23.8056526011
893,23.8056422163
894,23.8056469445
895,23.8056430254
896,23.8056497098
897,23.805650354
898,23.8056543391
899,23.8056468311
900,23.8056264596
901,23.8056130487
902,23.8056571269
903,23.8056475783
904,23.8056445679
905,23.8056287389
906,23.8056153464
907,23.8056345994
908,23.8056476683
909,23.8056501772
910,23.8056343592
911,23.805645797
912,23.8056323891
913,23.8056062849
914,23.8056340691
915,23.8056366502
916,23.8056514389
917,23.8056468902
918,23.8056347335
919,23.8056607513
920,23.8056432082
921,23.8056403362
922,23.8056165633
923,23.8056438731
924,23.8056213318
925,23.8056393959
926,23.8056210185
927,23.8056464577
928,23.8056228396
929,23.8056374927
930,23.8056176766
931,23.8056434283
932,23.8056447865
933,23.8056447183
934,23.8056492519
935,23.805633119
936,23.8056511178
937,23.8056432084
938,23.8056255655
939,23.8056412352
940,23.8056465397
941,23.8056415034
942,23.8056511976
943,23.805619021
944,23.8056387449
945,23.8056465568
946,23.8056531524
947,23.8056627042
948,23.8056561571
949,23.8056357263
950,23.8056320311
951,23.8056259544
952,23.8056483427
953,23.8056332831
954,23.805590286
955,23.8056567797
956,23.8056248788
957,23.8056489147
958,23.8056490746
959,23.8056369257
960,23.8056517827
961,23.8056551122
962,23.8056380578
963,23.8056336933
964,23.8056343154
965,23.805644978
966,23.8056146654
967,23.8056181861
968,23.8056232144
969,23.8056413728
970,23.8056209555
971,23.8056403266
972,23.8056433499
973,23.8056050418
974,23.8056103407
975,23.8056480787
976,23.805647098
977,23.8056634275
978,23.8056560219
979,23.8056538239
980,23.8056372072
981,23.8056436189
982,23.8056465877
983,23.8056469883
984,23.8056518529
985,23.805640413
986,23.8056389428
987,23.8056488007
988,23.8056324699
989,23.8056422193
990,23.80565332
991,23.8056471188
992,23.8056775017
993,23.8056557223
994,23.8056382034
995,23.8056128878
996,23.8055956857
997,23.8056370797
998,23.8056419482
999,23.8056105657
1000,23.8056352104
1001,23.8056470128
1002,23.8056380754
1003,23.8056462994
1004,23.8056635834
1005,23.8056219216
1006,23.8056462579
1007,23.8056443938
1008,23.8056442696
1009,23.8056399351
1010,23.8056424233
1011,23.8056396128
1012,23.8056411571
1013,23.8056366451
1014,23.8056411434
1015,23.8056248009
1016,23.8056432541
1017,23.8056031636
1018,23.8056425012
1019,23.8056253866
1020,23.8056297109
1021,23.8056502087
1022,23.8056247638
1023,23.8056423698
1024,23.8056331901
1025,23.8056431049
1026,23.8056485879
1027,23.8056310072
1028,23.8055993143
1029,23.8056415647
1030,23.8056375982
1031,23.805658065
1032,23.8056456362
1033,23.8056333389
1034,23.8056186639
1035,23.8056441491
1036,23.805646166
1037,23.805634798
1038,23.8056111005
1039,23.8056104093
1040,23.8056406431
1041,23.8056544537
1042,23.8056477589
1043,23.8056605501
1044,23.805640733
1045,23.8056087358
1046,23.8056521827
1047,23.8056529429
1048,23.805613077
1049,23.8056339514
1050,23.8056572607
1051,23.8056411824
1052,23.8056464168
1053,23.8056457317
1054,23.8056155812
1055,23.805602579
1056,23.8056440164
1057,23.8056460538
1058,23.8056210146
1059,23.805654261
1060,23.8056413952
1061,23.8056538189
1062,23.8056410073
1063,23.8056182994
1064,23.8056339603
1065,23.8056277795
1066,23.8056398229
1067,23.8056379761
1068,23.8056376874
1069,23.8056503642
1070,23.8056541172
1071,23.8056467207
1072,23.8056537443
1073,23.8056499027
1074,23.8056509785
1075,23.8056427373
1076,23.8056427379
1077,23.8056580013
1078,23.8056325755
1079,23.8056252799
1080,23.8056285965
1081,23.8056563793
1082,23.8056067983
1083,23.8056466991
1084,23.8056370411
1085,23.8056287634
1086,23.805636342
1087,23.8056433706
1088,23.8055906657
1089,23.8056486302
1090,23.8056506779
1091,23.805628253
1092,23.8056531388
1093,23.8056378805
1094,23.8056446802
1095,23.8056519815
1096,23.8056297126
1097,23.8056506372
1098,23.8056329905
1099,23.8056516641
1100,23.8056413686
1101,23.8056430896
1102,23.8056398206
1103,23.8056427557
1104,23.8056131197
1105,23.8056617596
1106,23.8056024372
1107,23.8056516542
1108,23.80564927
1109,23.8056657675
1110,23.8056253128
1111,23.8056267344
1112,23.8056422135
1113,23.8055990794
1114,23.8056221066
1115,23.8056327709
1116,23.8056325001
1117,23.8056355652
1118,23.8056524432
1119,23.8056261598
1120,23.8056460989
1121,23.8056374172
1122,23.8056396986
1123,23.8056364208
1124,23.8056297425
1125,23.8056264834
1126,23.8056317591
1127,23.805596881
1128,23.8056392508
1129,23.8056348284
1130,23.8056416523
1131,23.8056477302
1132,23.8056047485
1133,23.8056259774
1134,23.8056554065
1135,23.8056301957
1136,23.8056563741
1137,23.8056368369
1138,23.8056562866
1139,23.8056315194
1140,23.8056492437
1141,23.8056457816
1142,23.8056507056
1143,23.8056526102
1144,23.8056263976
1145,23.8056192308
1146,23.8056415607
1147,23.805667901
1148,23.805645994
1149,23.8056513805
1150,23.8056167243
1151,23.8056404316
1152,23.8056434813
1153,23.805645449
1154,23.8056417597
1155,23.8056452335
1156,23.8056412152
1157,23.8056168756
1158,23.8056307171
1159,23.8056430989
1160,23.805658113
1161,23.8056486103
1162,23.8056774383
1163,23.8056430204
1164,23.8056513991
1165,23.8056348415
1166,23.8056455109
1167,23.8056489896
1168,23.8056376848
1169,23.8055971086
1170,23.8056628862
1171,23.8056402573
1172,23.8056502284
1173,23.8056205181
1174,23.8056162497
1175,23.8056193333
1176,23.8056464033
1177,23.805650928
1178,23.8056370363
1179,23.8056419037
1180,23.8056473338
1181,23.8056430587
1182,23.8056483806
1183,23.8056458787
1184,23.8055973934
1185,23.8056474051
1186,23.8056342134
1187,23.805644565
1188,23.8056605451
1189,23.8056494016
1190,23.8056523481
1191,23.8056460429
1192,23.8056344029
1193,23.8056581295
1194,23.8056403056
1195,23.8056535956
1196,23.8056472524
1197,23.8056448498
1198,23.8056517277
1199,23.8056534653
1200,23.8056315287
